ledger_key,id,object_type,original_claim,canonical_status,root_cause_invariant,affected_surface_files_data,owner_requirement,implementation_disposition,failing_before_evidence,changed_files_commits,tests,negative_failure_path_proof,integrated_proof,residual_risk,final_status
"NEW_ISSUE:NEW-012","NEW-012","NEW_ISSUE","A queued failed-lead retry could resolve by a mutable funnel slug and cross campaign or tenant identity during replay.","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","A retry must bind the original lead, organization, user, and canonical campaign ID before every write and provider-effect boundary.","src/lib/leads/retry-scope.ts; src/lib/services/lead-handler-service.ts; src/app/api/internal/system-jobs/route.ts; supabase/migrations/20260710235750_fence_lead_campaign_tenant_identity.sql","","PRESERVE_CANONICAL_COMPOSITE_LEAD_RETRY_FENCE","Adversarial replay showed a queued payload could rely on a slug rather than the original campaign identity.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; lead retry scope helper, lead/job handlers, composite tenant migration, and unit/disposable-database tests","npm run test:creative-storage-lead-retry; npm run test:creative-lead-disposable-db","Slug drift is ignored; mismatched parent organization/user/campaign is rejected before persistence and rechecked before child effects.","Mapped feature/contract tests are retained. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","The preflight intentionally blocks migration if historical lead/campaign tenant identities disagree.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"NEW_ISSUE:NEW-013","NEW-013","NEW_ISSUE","Outbound and inbound SMS receipts allowed non-monotonic callback state, ambiguous active claims, and partial compliance effects across a crash boundary.","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Every SMS request and callback must be digest-bound, monotonically settled, tenant-fenced, and compliance state plus receipt completion must commit atomically.","src/lib/services/sms-service.ts; src/app/api/sms/twilio/route.ts; src/lib/services/lead-handler-service.ts; supabase/migrations/20260710235600_harden_sms_delivery_receipts.sql","","PRESERVE_MONOTONIC_FENCED_SMS_RECEIPTS_AND_ATOMIC_COMPLIANCE","Disposable replay reproduced late queued callbacks regressing sent state and exposed a crash window between STOP/START lead state and inbound receipt completion.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; SMS service, Twilio route, lead handler, receipt migration, package aliases, and crash/replay regression tests","npm run test:sms-receipts; npm run test:internal-sms; node scripts/test-security-config-truth.mjs","Late callbacks cannot regress state; digest collisions, stale/wrong/null fences, cross-tenant settlement, post-commit crash replays, and blocked non-compliance messages fail safely without provider or conversation writes.","Mapped feature/contract tests are retained. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","No Twilio sandbox/live callback was exercised and outbound lead automation remains categorically disabled.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"NEW_ISSUE:NEW-014","NEW-014","NEW_ISSUE","Authenticated users could forge or rewrite support ticket/outbox state and a notification could be reported delivered without a durable receipt.","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Support creation is one atomic user-scoped RPC; subsequent delivery is service-role fenced and successful only with a durable receipt.","src/lib/services/support-ticket-service.ts; src/lib/services/internal-launch-monitor.ts; supabase/migrations/20260710235000_create_launch_receipts_optimizer_support.sql","","PRESERVE_USER_SCOPED_ATOMIC_SUPPORT_AND_RECEIPT_TRUTH","Independent adversarial review found direct authenticated ticket mutation and a false-delivery path after the initial support tranche.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; support service/monitor, constrained migration policies/grants, and support contract tests","node scripts/test-support-ticket-contract.mjs; node scripts/test-security-config-truth.mjs; npm run test:dealflow-completion","Direct insert/update, other-user visibility, missing receipt, unresolved-age filtering, oversized/invalid category/path payloads, and stale lease settlement are rejected.","Mapped feature/contract tests are retained. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","External mailbox delivery was intentionally not exercised.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"NEW_ISSUE:NEW-015","NEW-015","NEW_ISSUE","The QA authentication harness did not strictly prove isolated Supabase project identity and exact profile-to-auth-session identity.","IMPLEMENTED_AND_VERIFIED","A QA harness may run only against an exact isolated project and must return a session for the one proven non-owner auth user mapped by profile ID.","src/app/api/internal/qa-auth-session/route.ts; src/lib/security/supabase-isolation.ts; .env.example","","PRESERVE_EXACT_PROJECT_AND_USER_SESSION_ATTESTATION","Adversarial URL and identity cases exposed spoofable project forms and insufficient profile/session binding.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; QA route, Supabase isolation parser, environment example, and security contract tests","node scripts/test-security-config-truth.mjs; npm run routes:security; npm run test:dealflow-completion","Credentials, paths, queries, fragments, hosted nonstandard ports, spoofed suffixes, owner roles, missing auth users, and mismatched session users fail closed.","Deterministic isolation/route contract suite and route AST guard passed without opening a session or contacting an external project.","Authenticated browser journey still requires an explicitly isolated test project and credentials.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-016","NEW-016","NEW_ISSUE","The shared frame-ancestor policy could admit unintended vendor origins or frame authenticated surfaces outside the approved onboarding embed.","IMPLEMENTED_AND_VERIFIED","Framing is default-deny; only the designated onboarding surface may accept exact configured deployment origins, never wildcards or a shared vendor host.","src/proxy.ts; scripts/test-ghl-iframe-embed-security.mjs","","PRESERVE_SURFACE_SPECIFIC_EXACT_ORIGIN_FRAME_POLICY","Adversarial policy review found a shared origin configuration could broaden clickjacking exposure.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; surface-specific CSP/frame policy and behavioral iframe regression tests","npm run test:ghl-iframe-embed-security; npm run smoke:offline","Default, authenticated, shared-vendor, wildcard, duplicate, malformed, and wrong-host cases are denied; only the exact onboarding case is allowed.","Behavioral policy tests and local CSP response inspection passed.","Configured production embed origins still require owner review before any environment change.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-017","NEW-017","NEW_ISSUE","Load-test tooling could be pointed at a non-loopback or shared database and could create synthetic lead records or provider effects.","IMPLEMENTED_AND_VERIFIED","Performance proof must be loopback-only, explicitly gated, isolated-project-attested, capped, fake-identity-only, and no-write before provider/data mutation.","scripts/load-test.mjs; src/app/api/lead-capture/route.ts; src/lib/security/supabase-isolation.ts; .env.example","","PRESERVE_LOOPBACK_AND_NO_WRITE_LOAD_GUARDS","Adversarial review found the baseline load path lacked the full endpoint/database/provider isolation contract.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; load harness, lead-capture no-write branch, exact isolation helper, environment contract, and security tests","LOAD_BASE_URL=http://127.0.0.1:3100 LOAD_REQUESTS=100 LOAD_CONCURRENCY=20 npm run load:routes; node scripts/test-security-config-truth.mjs","Non-loopback URLs, URL credentials/components, missing gates/secrets/project refs, enabled provider flags, non-example identities, and excess request counts are refused.","Production build served 100/100 loopback read-only route requests with 0 errors and 271 ms p95 under SCHEMA_VALIDATION_MODE=warn.","The local schema blocker is cleared. Authorized staging, signed zero-old-worker drain, exact deployed-environment/release authority, authenticated runtime coverage, and live-provider acceptance remain external as applicable.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-018","NEW-018","NEW_ISSUE","Optimizer idempotency did not cover the complete policy authority contract and policy digests varied with object-key insertion order.","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Equivalent policies must hash canonically and every authority-relevant field must be covered by the immutable decision idempotency key and persisted evidence.","src/lib/services/optimization-decision-service.ts; src/lib/optimization-engine/safety-policy.ts; supabase/migrations/20260710235000_create_launch_receipts_optimizer_support.sql","","PRESERVE_CANONICAL_FULL_POLICY_DIGEST","Independent adversarial review found key-order instability and policy fields outside the replay key.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; canonical digest/idempotency logic, full authority persistence, migration constraints, and optimizer safety tests","node scripts/test-optimization-evidence-safety.mjs; npm run test:dealflow-completion","Reordered equivalent policy objects converge; any authority-field change produces a distinct key; unapproved or incomplete policy remains HOLD_NO_ACTION.","Mapped feature/contract tests are retained. The 14/14 PostgreSQL 17.6 schema portfolio proves full-chain local database integration, RLS/private shape, deterministic replay, and forward recovery; deployed-runtime and provider acceptance remain external.","No owner-approved production threshold policy exists, so live action remains disabled.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"NEW_ISSUE:NEW-019","NEW-019","NEW_ISSUE","Authenticated members could forge campaign launch records, provider recovery could select an ambiguous object, and a crash could occur before newly returned provider IDs were durably receipted.","IMPLEMENTED_AND_LOCAL_DATABASE_VERIFIED_EXTERNAL_ACCEPTANCE_BLOCKED","Launch intents are owner/membership validated through one constrained RPC; provider IDs are append-only receipts written before lease rechecks; recovery is paginated, parent-bound, and ambiguity-intolerant.","src/app/api/campaigns/create/route.ts; src/lib/services/scheduled-campaign-launch-service.ts; src/lib/services/campaign-launch-audit-service.ts; supabase/migrations/20260710235000_create_launch_receipts_optimizer_support.sql; supabase/migrations/20260710235500_schedule_launch_claim_fencing.sql","","PRESERVE_SERVER_ONLY_LAUNCH_RECEIPTS_AND_AMBIGUITY_FENCE","Independent adversarial review proved authenticated launch-record mutation and found response/lease plus paginated-name-recovery gaps.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; launch route/services, constrained schedule RPC/grants, receipt/claim migrations, contract and disposable-database tests","node scripts/test-launch-truth-and-schedule.mjs; npm run test:scheduler-disposable-db","Direct authenticated mutation/TRUNCATE, wrong owner, invalid schedule, cursor loop, repeated/multiple parent matches, future generation, duplicate worker, stale lease, and sixth claim fail closed.","Fresh network-disabled PostgreSQL 17.6 proof passed collaborator ownership, idempotency, claim recovery/cap, stale receipt recovery, future rejection, append-only enforcement, and TRUNCATE denial.","The local schema blocker is cleared. Authorized staging, signed zero-old-worker drain, exact deployed-environment/release authority, authenticated runtime coverage, and live-provider acceptance remain external as applicable.","BLOCKED_BY_EXTERNAL_AUTHORITY"
"NEW_ISSUE:NEW-020","NEW-020","NEW_ISSUE","The disabled GET surface for the dynamic optimize route lacked direct handler-level authentication evidence.","IMPLEMENTED_AND_VERIFIED","Every private dynamic route method, including a static denial response, must establish authenticated context at the handler boundary.","src/app/api/campaigns/[id]/optimize/route.ts; scripts/check-route-security.mjs","","PRESERVE_HANDLER_LEVEL_AUTHENTICATION_ON_DENIED_DYNAMIC_METHOD","Final route AST audit failed specifically for GET /api/campaigns/[id]/optimize with no reachable ownership/authentication evidence.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; optimize GET authenticated-context guard and retained route AST proof","npm run routes:security; node scripts/test-optimization-evidence-safety.mjs; npm run typecheck","Unauthenticated direct invocation cannot receive even the static method-denial contract; POST continues to bind the campaign through getCampaignById.","Route security checker passed every public/internal/mutation/dynamic ownership case after the fix.","No authenticated remote runtime was used.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-021","NEW-021","NEW_ISSUE","Lead child effects could be claimed or settled by a worker whose parent job lease had expired or been superseded.","IMPLEMENTED_AND_VERIFIED_IN_DISPOSABLE_DATABASE","Every required child effect must bind the exact parent worker, unpredictable token, monotonic generation, live expiry, tenant, and its own execution token at claim and settlement.","src/lib/services/lead-effect-aggregation-service.ts; supabase/migrations/20260710234500_harden_jobs_lead_effects_meta_deletion.sql; scripts/test-lead-effect-fencing-disposable-db.mjs","","PRESERVE_PARENT_AND_CHILD_LEASE_FENCES","Independent review found stale parent ownership was not part of the complete child-effect mutation authority.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; lead-effect aggregation service, parent-fenced claim/settle RPCs, direct-DML revocation, reliability and disposable-database tests","npm run test:lead-effect-fencing-db; node scripts/test-reliability-wave.mjs","Wrong worker, expired parent, stale generation settlement, uncertain in-flight replay, direct service-role DML, and cross-tenant identities fail closed; succeeded effects are immutable and reused.","Network-disabled PostgreSQL 17.6 replay passed three parent generations, a delayed stale completion, successful reuse, and operator-required uncertain outcome.","Actual provider idempotency and reconciliation remain provider-specific and were not exercised live.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-022","NEW-022","NEW_ISSUE","Replacing the system-job claim RPC under its old signature allowed an older app instance to claim work while ignoring the new lease fields.","IMPLEMENTED_AND_VERIFIED_IN_DISPOSABLE_DATABASE","Only an explicitly versioned worker protocol may claim jobs after lease fencing is introduced; legacy claimers must fail before ownership is granted.","src/lib/services/system-job-service.ts; supabase/migrations/20260710234500_harden_jobs_lead_effects_meta_deletion.sql; scripts/test-lead-effect-fencing-disposable-db.mjs","","DROP_V1_AND_REQUIRE_EXPLICIT_V2_PROTOCOL","Independent mixed-version review showed an old worker could ignore token/generation/heartbeat fields and overlap a reclaimed provider call.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; versioned system-job claim call, v1 RPC removal, explicit protocol-version validation, and mixed-version negative database test","npm run test:lead-effect-fencing-db; node scripts/test-reliability-wave.mjs; npm run smoke:offline","The v1 signature is absent after migration, protocol versions other than 2 are rejected, and a valid v2 claim returns a tokenized live generation lease.","Network-disabled PostgreSQL proved old-signature failure without a database crash and one valid v2 fenced claim.","A future rollout must drain already-running old workers before this migration; no database migration can recall a provider request already in flight.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-023","NEW-023","NEW_ISSUE","Manual Meta launch used a fixed campaign lock without a renewable durable intent claim or generation-fenced completion.","IMPLEMENTED_AND_VERIFIED_WITH_DISPOSABLE_DATABASE_AND_OFFLINE_CONTRACT","Manual provider launch requires one due tenant-bound intent, renewable token/generation ownership, pre-gate provider receipts, ambiguity-intolerant recovery, and fenced terminal writes.","src/app/api/campaigns/[id]/launch/route.ts; src/lib/services/campaign-launch-audit-service.ts; src/app/api/campaigns/create/route.ts; supabase/migrations/20260710235500_schedule_launch_claim_fencing.sql","","PRESERVE_RENEWABLE_MANUAL_LAUNCH_CLAIM_AND_RECEIPT_RECOVERY","Independent review found a long provider call could outlive the fixed lock and a stale request could write success after replacement.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; manual launch route, launch audit service, provider receipt hooks, manual claim/complete/fail RPCs, and tests","npm run test:manual-launch-fencing; npm run test:scheduler-disposable-db; node scripts/test-launch-truth-and-schedule.mjs","Not-due/missing intent, duplicate active owner, stale token/generation/expiry, ambiguous or future receipts, conflicting resume IDs, and stale completion fail closed; durable success replays read-only.","Offline contract and network-disabled PostgreSQL manual/scheduled claim tests passed without Meta requests.","No Meta sandbox or live object creation was authorized; live acceptance remains external.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-024","NEW-024","NEW_ISSUE","The scheduled Meta worker preflight could fall through browser-session state rather than the exact claimed organization.","IMPLEMENTED_AND_OFFLINE_VERIFIED","A queue worker has no browser actor; campaign, billing, credentials, persisted account selection, and provider preflight must all bind the claim's organization and authoritative campaign user.","src/app/api/campaigns/create/route.ts; src/lib/integrations/meta/service.ts; src/lib/services/scheduled-campaign-launch-service.ts; scripts/test-meta-tenant-fencing.mjs","","PRESERVE_NO_SESSION_ORGANIZATION_SCOPED_META_PREFLIGHT","Independent review found a session-derived preflight call in the internal scheduled path.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; organization-scoped Meta credentials/preflight, internal actor launch path, scheduled dispatcher, and tenant-fencing tests","npm run test:meta-tenant-fencing; node scripts/test-meta-contract-hardening.mjs; npm run test:scheduler-disposable-db","Wrong-organization credentials are rejected before lookup and the queue preflight test fails if app context or browser Supabase session is touched.","No-network tenant test passed one exact admin lookup for the claimed organization and zero session lookups.","Provider account ownership and scopes remain unverified without authorized Meta acceptance.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-025","NEW-025","NEW_ISSUE","Meta OAuth state was cookie-bound but not durably bound to the initiating user and organization across a session switch.","IMPLEMENTED_AND_VERIFIED_WITH_DISPOSABLE_DATABASE_AND_OFFLINE_CONTRACT","OAuth state is unpredictable, hash-only at rest, short-lived, one-time, and consumable only by the same authenticated user and organization before token exchange.","src/lib/integrations/meta/oauth-state.ts; src/app/api/integrations/meta/connect/route.ts; src/app/api/integrations/meta/callback/route.ts; supabase/migrations/20260710235800_harden_meta_oauth_state.sql","","PRESERVE_USER_WORKSPACE_BOUND_ONE_TIME_OAUTH_STATE","Independent review found a valid cookie state could be returned under a different signed-in workspace before the callback resolved ownership.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; OAuth state service, connect/callback routes, one-time state migration, tenant and disposable-database tests","npm run test:meta-tenant-fencing; npm run test:scheduler-disposable-db; node scripts/test-meta-contract-hardening.mjs","Wrong workspace, wrong user, expiry, malformed hash, replay, unsafe return path, and token exchange before durable consumption are rejected.","Offline session-switch/replay contract and network-disabled PostgreSQL one-time consumption tests passed.","Real OAuth consent, scopes, and token exchange were intentionally not exercised.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-026","NEW-026","NEW_ISSUE","Stripe webhook stale-claim recovery could be won or settled by more than one worker because reclaim authority was not compare-and-swap fenced.","IMPLEMENTED_AND_VERIFIED_IN_DISPOSABLE_DATABASE","Webhook processing ownership must use one unpredictable token, monotonic generation, unexpired lease, compare-and-swap reclaim, and fenced settlement.","src/lib/services/billing-service.ts; src/app/api/billing/webhook/route.ts; supabase/migrations/20260710235900_fence_stripe_webhook_processing.sql","","PRESERVE_STRIPE_WEBHOOK_CAS_RECLAIM_AND_SETTLEMENT","Independent concurrency review found stale observed state could be reclaimed without a unique current owner fence.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; billing webhook claim/settle logic, token/generation migration, handler wiring, and disposable concurrency tests","npm run test:stripe-webhook-disposable-db; node scripts/test-onboarding-activation-billing-contract.mjs","Concurrent fresh claims have one winner; stale observed timestamps/tokens/generations and expired or superseded settlement fail closed; event identity collisions are rejected.","Network-disabled PostgreSQL concurrent claim, reclaim, and stale-settlement suite passed.","A future rollout must coordinate older application versions that still possess service-role direct DML privileges.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-027","NEW-027","NEW_ISSUE","Stale Stripe metadata could over-entitle or under-entitle a customer when the current subscription item price disagreed.","IMPLEMENTED_AND_OFFLINE_VERIFIED","Current recognized subscription-item price is authoritative; ambiguity and unknown price identities fail closed, while metadata fallback requires an explicit reconciled legacy marker.","src/lib/billing/stripe-plan-resolution.ts; src/lib/services/billing-service.ts; scripts/test-onboarding-activation-billing-contract.mjs","","PRESERVE_CURRENT_PRICE_AUTHORITY_AND_FAIL_CLOSED_AMBIGUITY","Independent billing review found stale upgrade/downgrade metadata could disagree with the current price item.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; strict Stripe plan resolver, billing integration, and decision-table tests","node scripts/test-onboarding-activation-billing-contract.mjs; npm run typecheck","Unknown price, multiple active items, duplicate configured prices, stale metadata, and unmarked legacy fallback are rejected.","Deterministic billing contract passed current-price precedence and every ambiguity case.","Actual Stripe product/price configuration values require owner-controlled environment acceptance.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-028","NEW-028","NEW_ISSUE","Normal and onboarding campaign creation paths could race past the one-preview entitlement and directly insert additional campaigns.","IMPLEMENTED_AND_VERIFIED_IN_DISPOSABLE_DATABASE","Every campaign create is one tenant/member-checked transaction that locks the organization, derives entitlement from persisted billing, counts, and inserts; exact identity replay and updates are exempt.","src/lib/services/campaign-creation-entitlement-service.ts; src/lib/services/campaign-persistence.ts; src/lib/services/campaign-plan-persistence-service.ts; supabase/migrations/20260710235950_gate_campaign_creation_entitlement.sql","","PRESERVE_ATOMIC_AUTHORITATIVE_CAMPAIGN_CREATION_GATE","Independent review found both direct INSERT paths lacked a billing/count gate and concurrent requests could each observe zero campaigns.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; campaign creation service, both persistence paths, direct-insert revocation migration, package command, and disposable database test","npm run test:campaign-entitlement-disposable-db; npm run typecheck; npm run routes:security","Unknown billing second create, concurrent unpaid race, active but ineligible tier, direct service-role insert, non-member user, and cross-tenant ID collision fail closed; eligible Pro and exact replay pass.","Network-disabled PostgreSQL produced exactly one unpaid race winner, two eligible paid campaigns, immutable same-ID replay, and correct tenant denials.","The local schema blocker is cleared. Authorized staging, signed zero-old-worker drain, exact deployed-environment/release authority, authenticated runtime coverage, and live-provider acceptance remain external as applicable.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-029","NEW-029","NEW_ISSUE","Anonymous client-error telemetry remained reachable by default even though same-origin headers do not authenticate ingestion.","IMPLEMENTED_AND_OFFLINE_VERIFIED","Untrusted anonymous telemetry is default-off and returns no ingestion surface unless an explicit public flag is reviewed and enabled.","src/app/api/client-errors/route.ts; .env.example; scripts/test-security-config-truth.mjs","","PRESERVE_DEFAULT_OFF_UNTRUSTED_TELEMETRY","Audit and adversarial review confirmed forged Origin was not an authentication boundary.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; client-error route default-off gate, environment contract, and security tests","node scripts/test-security-config-truth.mjs; npm run routes:security; npm run test:dealflow-completion","Missing or false public flag returns 404 before persistence; malicious instructions remain untrusted and sanitized when the optional surface is explicitly enabled.","Security/config and route suites passed with the anonymous surface absent by default.","Enabling the flag later requires an explicit abuse and retention review.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-030","NEW-030","NEW_ISSUE","Passive onboarding render could emit an activation event and persist draft/navigation state before a user action.","IMPLEMENTED_AND_OFFLINE_VERIFIED","Hydration and observational routing are read-only; durable draft writes and completion telemetry begin only after explicit user interaction.","src/app/(app)/onboarding/page.tsx; scripts/test-onboarding-activation-billing-contract.mjs","","PRESERVE_USER_ACTION_BOUND_DRAFT_AND_TELEMETRY_WRITES","Audit found onboarding page-view effects changed activation telemetry and browser storage during nominal rendering.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; onboarding interaction revision gate, removal of draft/navigation browser persistence, and contract tests","node scripts/test-onboarding-activation-billing-contract.mjs; npm run typecheck; npm run lint","Initial hydration, billing read, server draft recovery, and automatic plan routing cannot increment the persistence revision; legacy PII storage is only removed defensively.","Onboarding contract passed no passive activation event, no draft/navigation localStorage set/get, and explicit-interaction persistence gating.","Legacy PII key deletion is an intentional privacy-protective local mutation, not product telemetry.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-031","NEW-031","NEW_ISSUE","The route timeout helper stopped awaiting but did not cancel the underlying database/provider operation.","IMPLEMENTED_AND_OFFLINE_VERIFIED","Timeout-wrapped work accepts an AbortSignal, the helper aborts on timeout, and callers propagate that signal into abortable boundaries or use durable reconciliation.","src/lib/api/route.ts; src/app/api/integrations/meta/status/route.ts; src/lib/integrations/meta/service.ts; scripts/test-meta-contract-hardening.mjs","","PRESERVE_ABORTABLE_TIMEOUT_FACTORY_CONTRACT","FIND-024 reproduced Promise.race returning while the original operation continued.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; timeout factory/AbortController contract, Meta status propagation, Supabase abort signal, and tests","node scripts/test-meta-contract-hardening.mjs; npm run typecheck; npm run lint","A timed-out task observes an aborted signal, late completion cannot be returned as success, and the helper rejects non-factory call sites at compile time.","Offline Meta contract and TypeScript checks passed the abort propagation path.","Non-abortable external effects still require their separate durable idempotency/reconciliation contracts.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-032","NEW-032","NEW_ISSUE","A retried Meta launch could combine provider objects created from different mutable account, targeting, budget, destination, or creative inputs.","IMPLEMENTED_AND_VERIFIED_WITH_DISPOSABLE_DATABASE_AND_OFFLINE_CONTRACT","The first live claim binds one canonical non-secret launch-input snapshot and digest; every receipt and terminal write must share that immutable lineage.","src/lib/meta-launch-input-snapshot.ts; src/app/api/campaigns/create/route.ts; src/lib/services/campaign-launch-audit-service.ts; supabase/migrations/20260710235500_schedule_launch_claim_fencing.sql","","PRESERVE_IMMUTABLE_LAUNCH_INPUT_LINEAGE","Independent review proved generation one could create partial objects under configuration A and generation two could resume those IDs under configuration B.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; canonical launch snapshot/digest, pre-provider bind, receipt lineage, completion constraints, and two-generation mismatch tests","npm run test:manual-launch-fencing; npm run test:scheduler-disposable-db; node scripts/test-launch-truth-and-schedule.mjs","A second generation with changed account/input becomes operator_action_required before any new provider POST; mixed-digest receipts cannot complete.","No-network contract and disposable PostgreSQL lineage tests passed.","No Meta provider object was created and provider acceptance remains external.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-033","NEW-033","NEW_ISSUE","Provider-usage reserve/settle and credit compensation could replay, overwrite terminal state, refund ambiguously, or cross organization/user scope.","IMPLEMENTED_AND_VERIFIED_IN_DISPOSABLE_DATABASE","One organization+user+attempt reserves once, terminal settlement is compare-and-swap monotonic, ambiguous outcomes reconcile without refund, and compensation has one durable identity.","src/lib/services/credit-service.ts; src/lib/services/session-cost-guard.ts; supabase/migrations/20260710235991_harden_financial_integrity.sql","","PRESERVE_TENANT_SCOPED_PROVIDER_USAGE_CAS_AND_EXACTLY_ONCE_COMPENSATION","Adversarial financial review found unconditional terminal overwrites, transport-ambiguity refunds, double-refund exposure, and user-only credit scope.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; organization-user credit scope, v2 provider-usage attempt RPCs, atomic Stripe billing projection, migration blockers, and concurrency tests","npm run test:financial-integrity-disposable-db; npm run test:stripe-webhook-disposable-db; npm run typecheck","Cross-tenant membership, reused attempt with changed identity, stale settlement, late contradictory completion, duplicate compensation, and ambiguous provider response fail closed.","Network-disabled PostgreSQL concurrency and replay suite passed.","The local schema blocker is cleared. Authorized staging, signed zero-old-worker drain, exact deployed-environment/release authority, authenticated runtime coverage, and live-provider acceptance remain external as applicable.","IMPLEMENTED_AND_VERIFIED"
"NEW_ISSUE:NEW-034","NEW-034","NEW_ISSUE","Native Meta Instant Form ingestion and exact page/form-to-campaign route provisioning were absent from the canonical baseline.","IMPLEMENTED_AND_VERIFIED_WITH_DISPOSABLE_DATABASE_AND_OFFLINE_CONTRACT","A signed Meta lead event must resolve one active page+form route, persist one canonical tenant-bound lead, suppress unauthorized effects, and reconcile ambiguity without duplicate provider or customer actions.","src/app/api/meta/leadgen/webhook/route.ts; src/app/api/integrations/meta/leadgen/routes/route.ts; src/lib/services/meta-leadgen-ingestion-service.ts; supabase/migrations/20260710235990_create_meta_leadgen_ingestion.sql","","PRESERVE_SIGNED_EXACT_ROUTE_NATIVE_LEADGEN_AND_RECONCILIATION","Baseline had no signed leadgen webhook, canonical provider route, dedupe event ledger, or reconciliation state.","017f15f2bd1f4a22c1e3276f3ca01ff3a0de5128; native leadgen contract/service/routes, tenant-fenced migration, system-job reconciliation, and tests","npm run test:meta-leadgen; npm run typecheck; npm run routes:security","Invalid signature/body, unknown or ambiguous route, provider identity collision, replay, direct DML, max attempts, and forbidden effects are designed to fail closed.","Offline webhook/route contract and network-disabled PostgreSQL route, dedupe, reconciliation, effect-suppression, RLS, direct-DML, and replay tests passed; no live Meta event was accepted.","Live subscription, form/page permissions, payload variants, and provider acceptance remain external even after local proof.","IMPLEMENTED_AND_VERIFIED"
